Case_Number,Vehicle No.,Body Type,Speed Exceed,Driver Safety,Pedestrian Crash,Hit/Run
360433,1,Station Wagon (excluding van and truck based),No,Failure to Yield Right-of-Way,Turning Left,No
360436,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws","From crossing street, across path",No
360436,2,Light Pickup,No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
360438,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Starting or Backing Improperly,Pedestrian in road,No
360439,1,Two Wheel Motorcycle (excluding motor scooters),No,Operator Inexperience,Off the edge of the road on the right side,No
360441,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Specifics Unknown",Driver Has Not Complied With Physical or Other Imposed Restrictions (not including GDL Restrictions),"From driveway, intended path not known",No
360447,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Pedestrian in road,No
360448,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","Yes, Specifics Unknown","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",End departure,No
360449,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Overcorrecting,Off the edge of the road on the right side,No
360450,1,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",No,Failure to Yield Right-of-Way,Pedestrian in road,No
360451,1,Recreational Off-Highway Vehicle,"Yes, Specifics Unknown",Failure to Yield Right-of-Way,Over the lane line on left side of travel lane,No
360454,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,Failure to Yield Right-of-Way,Turning Left,No
360455,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Specifics Unknown",Operator Inexperience,Traveling in same direction with lower steady speed,No
360458,1,"2-door sedan,hardtop,coupe",No,Driver Has a Driving Record or Driver`s License From More Than One State,Off the edge of the road on the left side,No
360459,1,Two Wheel Motorcycle (excluding motor scooters),No,Following Improperly,Other vehicle stopped,No
360460,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Failure to Yield Right-of-Way,Pedestrian in road,Yes
360464,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",No,Failure to Yield Right-of-Way,Pedestrian in road,Yes
360465,1,3-door/2-door hatchback,No,Driver Has Not Complied With Physical or Other Imposed Restrictions (not including GDL Restrictions),Pedestrian in road,No
360466,1,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360468,1,Light Pickup,No,Failure to Yield Right-of-Way,Pedestrian in road,No
360471,1,"4-door sedan, hardtop","Yes, Specifics Unknown","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
360472,1,5-door/4-door hatchback,No,Failure to Yield Right-of-Way,Pedalcyclist or other non-motorist in road,No
360473,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","Yes, Exceeded Speed Limit","Operating the Vehicle in an Erratic, Reckless or Negligent Manner.",Off the edge of the road on the left side,No
360474,1,"4-door sedan, hardtop",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360475,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",No,Driver Has a Driving Record or Driver`s License From More Than One State,Traveling in same direction with higher speed,No
360475,2,Two Wheel Motorcycle (excluding motor scooters),"Yes, Exceeded Speed Limit",Following Improperly,Traveling in same direction with lower steady speed,No
360476,1,"4-door sedan, hardtop",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360479,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Exceeded Speed Limit","Passing where Prohibited by Posted Signs, Pavement Markings or School Bus Displaying Warning not to Pass",Crossing over (passing through) Junction,No
360481,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Specifics Unknown",Improper Lane Usage,Over the lane line on left side of travel lane,No
360481,2,Light Pickup,"Yes, Specifics Unknown",Operating without Required Equipment,From opposite direction  over left lane line,No
360482,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)","Yes, Specifics Unknown",Improper or Erratic Lane Changing,Traveling in same direction with lower steady speed,No
360484,1,Station Wagon (excluding van and truck based),No,Failure to Yield Right-of-Way,Turning Left,No
360485,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Improper Lane Usage,Off the edge of the road on the right side,No
360487,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Failure to Yield Right-of-Way,Turning Left,No
360491,1,5-door/4-door hatchback,No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360492,2,Two Wheel Motorcycle (excluding motor scooters),No,Following Improperly,Unknown cause of control loss,No
360496,2,"4-door sedan, hardtop",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
360500,1,"4-door sedan, hardtop",No,Looked But Did Not See,Pedalcyclist or other non-motorist in road,No
360501,3,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","Yes, Specifics Unknown",Improper or Erratic Lane Changing,Over the lane line on left side of travel lane,No
360504,1,"4-door sedan, hardtop",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360505,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Improper Lane Usage,Off the edge of the road on the left side,No
360506,1,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",No,Improper Lane Usage,Off the edge of the road on the right side,No
360509,1,"4-door sedan, hardtop",No,"Ice, Snow, Slush, Water, Sand, Dirt, Oil, Wet Leaves on Road",Over the lane line on left side of travel lane,No
360514,1,ATV/ATC [All-Terrain Cycle],No,Improper Lane Usage,Unknown cause of control loss,No
360516,1,"Utility station wagon (includes suburban limousines, Suburban, Travellall, Grand Wagoneer)",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
360517,1,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",No,Trailer Fishtailing or swaying,"Non-disabling vehicle problem (e.g., hood flew up)(specify:)",No
360518,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Pedalcyclist or other non-motorist in road,No
360521,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Improper or Erratic Lane Changing,Animal approaching road,No
360523,1,Light Pickup,No,Starting or Backing Improperly,Pedestrian approaching road,No
360525,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Driving with Tire-Related Problems,Off the edge of the road on the right side,No
360527,2,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Following Improperly,Traveling in same direction with lower steady speed,No
360528,1,"4-door sedan, hardtop","Yes, Exceeded Speed Limit",Improper or Erratic Lane Changing,Traveling in same direction with lower steady speed,No
360529,1,Station Wagon (excluding van and truck based),No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360530,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Improper or Erratic Lane Changing,Over the lane line on left side of travel lane,No
360531,1,Station Wagon (excluding van and truck based),No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360534,1,5-door/4-door hatchback,"Yes, Specifics Unknown",Improper or Erratic Lane Changing,Off the edge of the road on the right side,No
360535,1,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",No,Slippery or Loose Surface,Off the edge of the road on the right side,No
360537,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Making a U-Turn,No
360539,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
360540,2,Two Wheel Motorcycle (excluding motor scooters),"Yes, Exceeded Speed Limit",Improper or Erratic Lane Changing,"From crossing street, turning into opposite direction",No
360541,1,Station Wagon (excluding van and truck based),No,Looked But Did Not See,Crossing over (passing through) Junction,No
360546,2,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",No,Failure to Yield Right-of-Way,Turning Left,No
360553,1,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",No,Failure to Yield Right-of-Way,Pedestrian in road,Yes
360554,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
360555,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Careless Driving,Traveling Too Fast for Conditions or Road Configuration,No
360556,1,Two Wheel Motorcycle (excluding motor scooters),No,Operator Inexperience,Off the edge of the road on the right side,No
360557,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,"Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Pedestrian in road,Yes
360558,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",No,Careless Driving,Pedestrian in road,Yes
360559,1,Other or Unknown automobile type,"Yes, Specifics Unknown",Operator Inexperience,Off the edge of the road on the right side,No
360560,1,Light Pickup,No,Following Improperly,Traveling in same direction with lower steady speed,No
360563,1,"4-door sedan, hardtop",No,"Ice, Snow, Slush, Water, Sand, Dirt, Oil, Wet Leaves on Road",Pedestrian in road,No
360564,1,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",No,Vehicle in Road,Other vehicle stopped,No
360564,2,Light Pickup,No,Stopped in Roadway (Vehicle Not Abandoned),Other critical precrash event (specify:),No
360566,1,Light Pickup,No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Turning Left,No
360567,1,Station Wagon (excluding van and truck based),No,Improper or Erratic Lane Changing,Off the edge of the road on the left side,No
360568,1,5-door/4-door hatchback,No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
360569,1,Two Wheel Motorcycle (excluding motor scooters),No,Live Animals in Road,Animal in road,No
360573,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
360574,2,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
360577,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360578,1,Two Wheel Motorcycle (excluding motor scooters),No,Improper or Erratic Lane Changing,Crossing over (passing through) Junction,No
360578,2,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",No,Driver Has a Driving Record or Driver`s License From More Than One State,Turning Left,No
360580,2,Station Wagon (excluding van and truck based),No,Failure to Yield Right-of-Way,Over the lane line on left side of travel lane,No
360581,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Careless Driving,Traveling Too Fast for Conditions or Road Configuration,No
360582,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Operator Inexperience,Off the edge of the road on the right side,No
360583,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Failure to Yield Right-of-Way,Pedestrian in road,No
360585,1,Two Wheel Motorcycle (excluding motor scooters),No,Failing to Dim Lights or to Have Lights on When Required,From opposite direction  over left lane line,No
360587,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Failure to Yield Right-of-Way,Crossing over (passing through) Junction,No
360592,1,Station Wagon (excluding van and truck based),No,"Operating the Vehicle in an Erratic, Reckless or Negligent Manner.",Off the edge of the road on the right side,No
360595,1,Two Wheel Motorcycle (excluding motor scooters),No,Improper or Erratic Lane Changing,Over the lane line on left side of travel lane,No
360598,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Driver Has Not Complied With Physical or Other Imposed Restrictions (not including GDL Restrictions),Off the edge of the road on the right side,No
360601,1,"4-door sedan, hardtop","Yes, Specifics Unknown",Improper Lane Usage,Off the edge of the road on the left side,No
360603,1,"4-door sedan, hardtop",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360604,1,Light Pickup,No,Improper Lane Usage,Over the lane line on left side of travel lane,No
360605,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Live Animals in Road,Animal in road,No
360612,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,Improper Lane Usage,Off the edge of the road on the left side,No
360613,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Over the lane line on left side of travel lane,No
360616,1,Station Wagon (excluding van and truck based),No,Improper Lane Usage,Off the edge of the road on the left side,No
360617,1,"2-door sedan,hardtop,coupe","Yes, Too Fast for Conditions",Operator Inexperience,Off the edge of the road on the left side,No
